sttl,sbytes,dbytes,sload,dload,label
31,544,304,1269051.25,709175.75,0
31,424,8824,7490.75,163322.5781,0
31,37208,3380,593698.25,53687.12891,0
31,1552,1496,3609384.75,3416613.75,0
31,24240,29348,143448.5469,173696.7344,0
31,5590,95560,342200.6563,5849819.5,0
31,37302,3276,618891.5625,54048.33984,0
31,37466,3380,573231.4375,51479.44531,0
31,2438,19242,1181756.0,9339058.0,0
31,13038,548216,133432.5313,5622288.5,0
254,172,86,3672.833252,1224.27771,0
31,3302,37902,835713.125,9604899.0,0
31,37428,3172,581718.75,48950.64453,0
31,37168,3380,657036.0,59478.21484,0
31,1684,10168,6666.450195,40936.4375,0
31,4392,2456,3487179.5,1950399.375,0
31,1036,2366,392703.9688,908179.5625,0
31,1044,822,125648.6953,101728.7031,0
32,2818,25476,885355.1875,7993896.5,0
31,1036,2262,1834419.5,4004827.25,0
31,520,304,1721854.375,1006622.563,0
31,536,304,14093.64258,7993.40918,0
31,2438,19502,675727.625,5412367.5,0
31,3728,5474,3158032.75,4586666.5,0
31,3728,5474,56568.42188,82158.89844,0
31,1580,10056,9266.505859,60293.03906,0
31,2646,21874,445806.0,3685536.75,0
31,528,8824,79455.82813,1350248.25,0
31,3744,18980,174481.0625,885303.4375,0
31,12648,13202,130344.1172,136036.5469,0
31,568,304,740386.75,396263.3125,0
31,568,304,40407.875,21626.75,0
31,424,8824,548208.375,11952716.0,0
31,320,1888,756910.0,4683203.5,0
31,424,8824,60338.69141,1315578.625,0
31,13246,548216,20518.87695,850944.5,0
31,1580,10168,11300.18457,74897.84375,0
31,3718,46932,552489.5625,6972330.5,0
31,520,304,88611.19531,51803.46875,0
31,2646,26060,383789.5938,3784109.0,0
31,3598,48710,943953.625,12782983.0,0
31,8928,320,296023.9063,9533.033203,0
31,568,312,14866.4502,8166.078613,0
31,1684,10168,12154.1582,74634.60938,0
31,2542,21874,1352427.75,11649755.0,0
31,2048,2410,2482061.0,2930931.0,0
31,2766,27384,1086816.625,10767283.0,0
31,2438,19266,398991.5938,3157142.75,0
31,2230,13358,161869.1563,970990.625,0
31,2934,3742,27160.74414,34663.45313,0
31,1540,1644,583080.9375,627094.6875,0
31,37278,3380,341747.6563,30845.33789,0
31,320,1874,45690.81641,280647.7188,0
31,544,304,227139.875,126931.1094,0
31,528,8824,10348.78223,175864.0781,0
31,18422,1039052,64148.125,3623476.75,0
31,4222,61786,527873.75,7726935.5,0
31,2934,3742,831491.5,1061177.25,0
31,7808,15088,1906626.125,3685470.75,0
31,1684,10168,12456.07227,76488.5625,0
31,2934,3740,31687.18164,40418.22266,0
31,1920,4416,81291.4375,188349.5469,0
31,1036,2262,1781528.375,3889357.75,0
31,37308,3380,11033433.0,995062.375,0
31,3494,41228,435842.0938,5142530.5,0
31,3302,37226,564511.25,6368300.0,0
31,3598,45458,1233423.375,15587697.0,0
31,4908,2552,3718243.75,1920780.375,0
31,320,1900,555237.875,3458279.25,0
31,568,312,652498.5625,358414.7188,0
31,2854,31538,1079398.75,11938723.0,0
31,5174,86792,359175.9375,6025971.5,0
62,1454,156043,8674.966797,959665.9375,1
31,320,1858,35336.15625,215193.2344,0
31,424,8824,421650.8125,9193352.0,0
31,3614,47722,564765.6875,7461295.5,0
31,320,1846,400074.9375,2421427.25,0
31,320,1898,723822.4375,4502880.5,0
31,24240,29348,196449.9531,237874.25,0
31,2934,3740,8379.204102,10687.99805,0
31,3494,42634,752657.5625,9183343.0,0
31,16498,1087890,60708.28125,4010667.0,0
31,3598,46036,495684.2813,6344030.5,0
31,1684,10168,11446.68066,70290.22656,0
31,3598,47394,287416.875,3787016.0,0
31,4862,82930,750063.375,12794942.0,0
31,14616,17134,941348.625,1103302.5,0
254,978,642,5999.630371,3853.634033,1
31,1920,4312,63443.71875,143051.2188,0
31,10406,422694,74131.98438,3019287.75,0
31,1580,10168,11423.04199,75712.14063,0
31,25264,1094788,13674.9707,593214.8125,0
31,2646,24694,860928.25,8043663.0,0
31,1958,2308,60771.34766,71924.14063,0
31,7814,15044,79066.30469,152266.4063,0
31,5350,168688,17401.39063,551306.1875,0
31,1256,10642,76675.27344,646527.9375,0
31,4096,2456,3904137.25,2341069.75,0
31,2230,13500,1464074.375,8875739.0,0
31,2934,3742,27307.83398,34851.17188,0
31,4238,61348,1125660.625,16297573.0,0
31,2766,27384,373158.5313,3696946.75,0
31,2158,1918,2613198.75,2302494.5,0
31,3494,42634,425157.8438,5187445.5,0
31,4118,58418,988586.1875,14021366.0,0
31,2438,16734,1266893.5,8695350.0,0
31,6146,217382,98592.40625,3503003.5,0
31,2934,3738,27166.44922,34632.97266,0
31,2334,16364,1817999.875,12761237.0,0
31,320,1824,10974.27539,65599.03906,0
31,320,1834,45997.80469,276503.6563,0
31,2750,27730,456880.5938,4610958.5,0
31,2974,30014,1224528.5,12364669.0,0
31,3926,56526,159367.8125,2295316.75,0
31,528,8824,27788.52148,472229.7188,0
31,8928,320,296426.0625,9545.985352,0
31,2230,13586,1759268.75,10733571.0,0
31,2438,19408,1453766.125,11587875.0,0
31,2934,3742,21954.63477,28019.24023,0
31,10582,15846,194969.4688,291998.375,0
31,4312,2456,4600960.0,2620728.75,0
31,4048,2664,210487.4375,139175.6406,0
31,2542,21874,1334409.875,11494550.0,0
31,1684,10168,12392.57324,76098.64063,0
31,8928,320,292076.75,9405.920898,0
31,13246,548216,370125.3438,15349580.0,0
31,1958,2412,50019.23438,62089.14844,0
31,4238,61348,1133021.625,16404147.0,0
31,1684,10168,10471.37988,64301.23438,0
31,2334,16290,1514469.25,10582604.0,0
31,2438,19138,405214.5313,3185047.75,0
31,4664,2456,5352369.5,2818955.0,0
31,320,1916,4711.259277,29590.94141,0
31,2934,3740,25365.43164,32354.58594,0
31,3302,40832,1015271.375,12562613.0,0
31,37466,3380,13565040.0,1218217.875,0
31,11376,454306,110206.2188,4411540.0,0
31,1470,1832,17363.3457,21246.59961,0
254,534,268,5033.361816,2344.018799,0
31,3614,49036,768079.5625,10426777.0,0
31,5024,3080,63490.40234,39024.64844,0
31,25056,1094788,11659.96289,510012.8125,0
31,8928,320,294460.0,9482.670898,0
31,2542,21834,618628.75,5319109.0,0
31,2438,19242,1705306.625,13476519.0,0
31,37362,3380,11516933.0,1037165.125,0
31,7820,15196,80074.95313,155648.5313,0
31,5174,90666,583907.5,10233615.0,0
31,13454,548216,22043.6582,899985.75,0
31,36346,1641360,41931.09375,1894965.125,0
31,7816,14874,15181.73731,28898.57031,0
62,814,6630,3353.096924,28165.09961,1
31,1580,10168,9689.147461,64219.85938,0
31,3806,53008,282246.5938,3932394.75,0
31,2750,27602,1413899.75,14203170.0,0
31,8928,320,296551.9688,9550.039062,0
31,2750,27294,1351602.75,13426022.0,0
31,3744,19084,9025.708008,46081.33203,0
31,3806,53008,517228.875,7206280.5,0
31,3910,51422,481442.6875,6331265.0,0
31,2766,28348,1430120.25,14667195.0,0
31,60774,73374,49757.0,60070.90625,0
31,3390,45092,364477.1563,4853237.5,0
31,4456,2456,4013827.75,2212421.0,0
31,1958,2308,11241.4707,13304.5127,0
31,1684,10168,10764.89941,66103.64063,0
31,4014,57836,733834.3125,10577976.0,0
31,2974,33550,1020270.5,11515783.0,0
31,4238,63516,928373.125,13916269.0,0
31,5174,91160,955154.1875,16831396.0,0
31,1684,10168,10730.95215,65895.17969,0
31,1036,2262,1637578.0,3575091.5,0
31,1580,10168,10331.39356,68476.67969,0
31,4704,2560,271348.0,147665.7656,0
31,424,8824,10541.71973,229843.5781,0
31,1684,10168,12201.25879,74923.84375,0
31,8928,320,115081.8516,3706.049316,0
31,8928,320,203851.5625,6564.75293,0
31,3806,51808,516151.25,7028583.0,0
31,424,8824,1973.13269,43020.67578,0
31,2334,16290,1623748.125,11346208.0,0
31,8928,320,291615.75,9391.075195,0
31,284,160,1222820.25,688912.8125,0
31,1684,10168,12183.73438,74816.22656,0
31,3848,19188,36932.46094,184397.9531,0
31,8928,320,77229.30469,2487.061035,0
254,3026,732,19003.83984,4391.29834,1
31,4224,2456,3312921.75,1926310.375,0
31,4928,3080,95425.28125,59801.44922,0
31,7682,14790,25277.18555,48673.01563,0
31,568,320,3297.822998,1857.928467,0
31,2934,3742,16640.41992,21237.06055,0
31,1684,10168,10427.18848,64029.87109,0
31,4862,76316,110800.4531,1739348.0,0
31,2766,28906,1371979.375,14347941.0,0
31,3302,40550,478226.375,5876533.0,0
31,2230,13358,1571545.125,9427093.0,0
31,2750,27344,1547718.375,15402332.0,0
31,8928,320,186141.5469,5994.426758,0
31,320,1912,5850.756348,36660.35547,0
31,37272,3276,13129568.0,1147526.25,0
31,424,8824,214916.7188,4685879.5,0
31,37278,3276,563692.3125,49258.71094,0
31,5592,201712,21520.56641,780367.6875,0
31,2974,30516,437116.6563,4487611.0,0
31,424,8824,5305.248535,115671.5781,0
31,24120,1094788,43843.16406,1992315.125,0
31,1580,10168,10002.26074,66295.17188,0
31,320,1918,674455.3125,4241238.0,0
31,12346,495632,174393.6875,7015780.0,0
31,2974,31400,1381305.25,14591666.0,0
31,2542,21874,747446.5625,6438473.0,0
31,2934,3740,13906.37988,17738.12305,0
31,37152,3276,6339386.0,555857.5625,0
31,1684,10168,11968.23535,73492.92188,0
31,4536,3080,91225.72656,62110.24609,0
31,2178,11386,1095293.625,5720731.5,0
31,132,164,420382.1563,522293.0,0
31,424,8824,13369.24902,291492.875,0
31,4550,72164,764758.4375,12132284.0,0
31,1920,4312,2449306.75,5522632.0,0
31,2974,33374,1371872.625,15403309.0,0
31,9400,12298,59456.15234,77838.26563,0
31,1684,10168,10880.83301,66815.54688,0
31,1580,10168,11515.18262,76322.85156,0
254,344,258,1425.552979,1018.252136,0
31,2438,19408,1743345.0,13896090.0,0
31,37210,3380,160943.4688,14553.04688,0
254,258,86,17334.68945,3466.937988,0
31,568,320,714615.1875,402600.0938,0
31,320,1830,751319.0,4507914.0,0
31,320,1878,45812.33203,282080.4375,0
31,2230,13288,1020384.125,6088841.5,0
31,2958,32586,680027.0,7496258.5,0
31,2334,17532,1655574.75,12450360.0,0
31,37074,1641360,27181.48633,1204238.5,0
31,4944,2976,119009.9141,71846.53906,0
31,5174,91160,227672.6563,4011968.75,0
31,4776,3080,29834.26172,19289.2832,0
31,7816,15606,55380.12891,110610.2344,0
31,536,304,1754500.875,995090.0,0
31,2558,23148,379092.9063,3433411.75,0
31,2646,24570,1215100.5,11295778.0,0
31,2854,30136,1176631.625,12435968.0,0
31,2054,2478,240687.3125,291500.4375,0
31,3390,40986,736196.375,8905102.0,0
31,568,312,22100.30859,12139.60645,0
31,37428,3276,757624.6875,65940.53125,0
31,2766,28348,903215.0625,9263299.0,0
31,8884,301500,127544.7344,4338688.5,0
31,2126,12618,1381970.625,8216017.0,0
31,3968,2456,5946846.0,3681078.75,0
31,4014,57846,1000252.938,14420840.0,0
31,2958,30032,643170.375,6522728.5,0
31,3302,35400,716005.75,7680989.5,0
31,13038,548216,375938.0313,15840455.0,0
31,2934,3742,27290.93945,34829.60938,0
31,17850,1073552,122558.75,7382944.0,0
31,37368,3276,1586417.0,138297.4688,0
31,4680,2976,41978.49609,26772.95117,0
31,544,304,118432.5156,66182.875,0
31,1540,1644,24177.68359,26002.73047,0
31,2334,16290,1230936.125,8601369.0,0
31,3614,45696,985647.9375,12468696.0,0
31,3856,2456,4087542.25,2603816.0,0
31,8928,424,1383966.875,61928.80469,0
31,12040,27624,35009.0625,80356.59375,0
31,7822,15736,1730923.625,3483266.25,0
31,3614,46932,355293.4375,4616215.5,0
31,520,304,1826697.875,1067915.75,0
31,5174,86792,698101.9375,11712205.0,0
254,3307,1796,11755.00879,6355.970703,1
31,3598,48710,921014.9375,12472349.0,0
31,2854,29182,797429.5,8161371.0,0
31,2542,21834,1672316.375,14378953.0,0
31,424,8824,13341.72461,290892.75,0
31,2230,12896,2196575.75,12720863.0,0
31,2974,30516,1168999.25,12001404.0,0
31,2048,2410,8123.692871,9592.827148,0
31,8928,424,17626362.0,788732.375,0
31,2438,19420,432550.5938,3450019.25,0
31,3390,44728,417358.5938,5505874.5,0
31,3614,50036,870385.0625,12056327.0,0
254,484,268,12617.83984,6482.560059,1
31,2974,31920,1355435.25,14555691.0,0
31,2542,23508,738952.1875,6840748.0,0
31,2542,21834,1564284.625,13450071.0,0
31,7814,15690,76856.71094,154367.9375,0
31,2854,31538,1126828.75,12463324.0,0
29,3268,37094,53919.27734,614513.9375,0
31,1958,2308,2448739.0,2898133.0,0
31,9092,11666,34001.5,43655.78125,0
31,2646,23604,1605469.625,14337969.0,0
31,1684,10168,12415.63086,76240.22656,0
31,3182,39076,351899.875,4324388.5,0
31,8928,320,13249701.0,426687.9688,0
31,2334,16920,1838801.125,13345484.0,0
31,2766,26586,423774.6563,4076166.75,0
31,1684,10168,12414.71875,76234.625,0
31,320,1934,793756.9375,5033073.0,0
31,37484,3380,5913819.5,530834.625,0
31,2126,12618,2098294.0,12474663.0,0
31,3808,2456,4750082.5,3063717.5,0
31,2766,25742,1544150.25,14381041.0,0
31,130,162,413026.1875,514694.1875,0
31,4966,79236,311813.6875,4974473.5,0
31,5278,89926,298174.5938,5079933.0,0
31,3614,46932,513491.0625,6671627.5,0
31,3390,40986,730763.9375,8839391.0,0
31,3182,39180,462456.0313,5701945.0,0
31,2438,19860,1269688.5,10356465.0,0
31,2934,3742,849124.0625,1083680.625,0
31,1684,10168,12360.05762,75898.97656,0
31,4862,82538,223385.7813,3792630.25,0
31,4238,65938,253933.5469,3951582.5,0
31,1470,1728,8432.527344,9639.748047,0
31,7806,15008,328258.4063,631207.4375,0
31,320,1838,45994.83203,277174.8438,0
31,37258,3276,1048193.813,91647.39844,0
31,1920,4312,87600.66406,197519.6563,0
31,1036,2262,1655773.375,3614814.75,0
31,7812,15048,817525.9375,1575225.25,0
31,2438,20576,733565.0625,6199150.0,0
31,2438,16186,2120116.25,14054030.0,0
31,3702,47288,177374.2031,2265306.75,0
31,3806,52378,145294.5,2000271.375,0
31,424,8824,10080.18652,219780.6719,0
31,2958,31142,1295255.125,13633935.0,0
31,2750,27240,775254.1875,7677843.0,0
31,3718,50140,590959.5625,7971575.0,0
31,320,1934,38510.76953,244190.0156,0
31,2854,31142,1126828.75,12307134.0,0
31,3614,47774,115613.4219,1529064.0,0
31,2854,27174,349322.0313,3326066.0,0
31,4600,2456,7056435.5,3767763.0,0
31,2958,32586,1365865.125,15056576.0,0
31,4800,3080,96194.75781,61885.50391,0
31,320,1846,640864.0625,3878788.0,0
31,2158,1918,40563.75781,35740.80859,0
31,7812,15964,60189.04297,123034.8594,0
31,2766,28348,1419143.125,14554615.0,0
31,37190,3380,484064.6875,43794.75,0
31,2958,31784,537763.625,5782119.5,0
31,1684,10168,11375.91016,69855.64844,0
31,2646,24004,398434.3438,3618610.5,0
31,1580,10168,10705.66699,70957.36719,0
31,2766,28892,1442806.625,15081171.0,0
31,2934,3742,23334.06445,29779.71289,0
31,320,1910,45953.27344,287767.3125,0
31,2558,23002,398140.9375,3583268.5,0
31,12648,13098,5667570.0,5867660.0,0
31,1580,10168,11208.75098,74291.82031,0
31,3182,36954,1386187.0,16109260.0,0
31,2958,32642,1406310.625,15529126.0,0
31,2854,30622,899375.875,9658949.0,0
31,1684,10168,10872.03027,66761.49219,0
31,4238,65938,780870.5625,12151504.0,0
31,1920,4416,88682.46094,205474.3125,0
31,4014,59460,675981.6875,10017690.0,0
31,424,8824,6530.755859,142391.6094,0
31,5174,91160,317449.0,5593976.5,0
31,1580,10168,11537.2793,76469.30469,0
31,528,304,22613.06641,13019.64453,0
31,4104,2456,4668473.5,2794339.25,0
31,7814,15998,77035.47656,157768.6563,0
31,3992,2456,5064294.0,3115662.25,0
31,2158,2582,224668.4531,269623.875,0
31,3614,43086,1040131.75,12406658.0,0
31,1684,10168,10753.51074,66033.70313,0
31,8928,320,298403.7813,9609.674805,0
31,2542,22592,1652804.375,14704559.0,0
31,1684,10168,11542.93555,70881.29688,0
31,2854,30280,1085431.0,11515988.0,0
31,2646,24330,765276.6875,7044811.5,0
31,4112,2456,4110053.0,2455026.5,0
31,2934,3742,13948.10645,17801.04102,0
31,320,1976,574193.5625,3718279.75,0
31,320,1902,20690.25586,129023.5078,0
31,48464,85554,66982.36719,118262.2344,0
31,2048,2410,2683068.5,3168289.75,0
254,1058,760,14541.36621,9969.081055,1
31,4192,2424,98337.08594,57080.72266,0
31,2646,24004,1623124.625,14741340.0,0
31,4908,2344,5757099.5,2715407.75,0
31,7806,15226,69769.64063,136115.2344,0
31,320,1902,46959.50391,292837.375,0
254,588,354,6040.427734,3533.080566,1
31,2750,27344,1542058.0,15346002.0,0
31,12368,13028,4777342.0,5029792.0,0
31,2958,32642,1009627.5,11148769.0,0
31,520,304,26635.02344,15571.24512,0
31,364,6968,32641.53125,648018.125,0
31,2958,33044,918807.5,10270853.0,0
31,520,304,1816065.125,1061699.625,0
31,1540,1644,33510.37891,36039.90234,0
31,4192,3080,87516.97656,64463.40625,0
31,2230,14816,1924872.125,12807290.0,0
31,4654,72060,556686.0625,8616401.0,0
31,5928,8010,395793.0625,534147.5625,0
31,2542,20718,978102.125,7970408.0,0
31,1540,1644,793679.1875,853589.875,0
31,1036,2262,1636167.875,3572012.75,0
31,3614,45396,1238759.125,15567794.0,0
31,3614,45854,819956.75,10408652.0,0
31,4862,80646,397608.5313,6595833.5,0
31,7812,15362,36572.40234,71941.14063,0
31,1684,10168,12455.75,76486.58594,0
31,37266,3380,9644754.0,870798.5625,0
31,2974,33550,1060574.25,11970691.0,0
31,37832,3380,626853.875,55709.83594,0
31,2854,30136,519574.7813,5491451.0,0
31,7822,15136,1754409.75,3395748.5,0
31,2934,3738,974313.375,1242097.25,0
31,2934,3740,27562.09961,35156.52344,0
31,5800,192828,45381.48828,1515507.625,0
31,2646,24694,1150941.375,10753259.0,0
31,1540,1644,641777.8125,690222.25,0
31,320,1948,45149.01953,288311.1563,0
31,2974,31920,659945.625,7086996.0,0
31,568,304,718381.125,384485.6875,0
31,568,304,57444.33594,30744.85547,0
31,3926,58386,258019.3125,3838462.75,0
31,2646,24692,1611605.0,15055997.0,0
31,4144,2456,5661182.5,3355632.0,0
31,2766,28892,981844.5625,10262890.0,0
31,7814,15030,80657.4375,155184.9063,0
31,424,8824,7860.377441,171381.6563,0
31,7816,15606,21481.56836,42904.94531,0
31,1540,1644,25686.92188,27625.89453,0
31,3390,40986,313995.4375,3798119.0,0
31,2854,31444,1179863.75,13011040.0,0
31,2974,31400,1176791.375,12431247.0,0
31,3614,44406,790282.6875,9715096.0,0
31,2766,28906,1457387.25,15241124.0,0
31,3926,55114,594865.875,8353658.0,0
31,2958,32586,1368526.75,15085917.0,0
31,2958,32368,854729.8125,9358952.0,0
31,1540,1644,21405.11914,23020.87891,0
62,802,1332,21372.0918,34515.03906,1
31,1272,2572,21530.26367,43854.60547,0
31,3926,54818,761520.25,10636471.0,0
31,320,1918,46003.74609,289289.4688,0
31,4862,75600,186780.5625,2904564.0,0
31,4014,61374,255406.4063,3906846.25,0
31,2974,30814,407861.7813,4228153.5,0
31,8928,320,171703.4219,5529.467285,0
31,37402,3380,11959086.0,1075838.5,0
31,928,1086,1607390.375,1882679.0,0
31,25888,1094788,13281.9082,562246.0625,0
62,301209,3134,542767.6875,5565.641602,1
31,37232,3276,600347.6875,52527.95703,0
31,1684,10168,11653.79102,71562.03125,0
31,1470,1728,16326.53027,18663.875,0
31,4552,2456,6881376.0,3712742.5,0
31,3614,49342,284058.6563,3880190.25,0
31,3598,46036,1176920.5,15062853.0,0
31,4848,3080,52323.20313,33330.16016,0
31,2974,33122,337822.3438,3764405.5,0
31,2958,32330,338375.2813,3700753.25,0
31,1684,10168,10351.45508,63564.81641,0
31,890,8896,1665864.75,17122694.0,0
31,37308,3380,327102.5625,29500.10742,0
31,320,1924,610460.125,3850242.75,0
31,14512,17134,108028.75,127548.6719,0
31,3806,53810,971102.75,13728133.0,0
31,568,304,12077.39648,6463.958984,0
31,2230,13586,639303.125,3900487.25,0
31,3002,21610,207446.5781,1495347.0,0
31,13038,548216,191653.4531,8075474.0,0
31,2854,29182,1431519.5,14651028.0,0
31,1580,10168,11522.91992,76374.13281,0
31,1580,10168,11522.3584,76370.41406,0
31,17850,1087890,26738.62305,1632280.5,0
31,2766,28048,1543599.25,15663765.0,0
31,3390,42510,543418.4375,6817698.0,0
31,2230,15258,508335.2813,3483212.0,0
31,7812,14870,130560.7969,248584.5156,0
31,1684,10168,10800.92773,66324.875,0
31,1684,10168,12314.04004,75616.39063,0
31,1470,1728,1795970.5,2053086.0,0
31,4238,66608,129106.4844,2029504.5,0
31,2158,1918,3137820.0,2764739.5,0
31,2934,3742,901841.0,1150959.625,0
31,1540,1644,639079.4375,687320.1875,0
31,2854,30654,719379.0625,7733840.0,0
31,2230,13288,1442491.875,8607646.0,0
62,820,1300,9743.860352,15025.08496,1
31,2934,3742,25200.38086,32161.57031,0
31,2334,16734,1301792.125,9344230.0,0
31,1684,10168,11640.62891,71481.20313,0
62,830,1420,7450.59082,12746.79395,0
31,320,1886,46019.60547,284563.1875,0
31,2766,27392,986456.3125,9775913.0,0
31,8928,320,248107.2344,7989.944824,0
31,2750,27294,363642.5,3612209.25,0
31,2974,31920,1380160.0,14821203.0,0
31,424,8824,363770.0625,7931363.5,0
31,1684,10168,11781.89941,72348.69531,0
31,520,304,1626694.375,950990.5625,0
31,2854,30136,545698.8125,5767560.0,0
31,1036,2262,1851851.875,4042885.0,0
31,2158,2464,153134.4844,174820.5156,0
31,3598,48918,549875.6875,7478092.0,0
31,4792,2872,133926.7188,80536.82031,0
31,1470,1728,2327875.5,2661139.75,0
31,4600,2456,4135141.5,2207946.75,0
31,3728,5474,4291060.5,6232254.0,0
31,3598,46036,953747.6875,12206569.0,0
31,2934,3740,5697.81543,7267.783691,0
31,1684,10168,11907.0957,73117.48438,0
31,2750,24694,398170.5938,3574795.75,0
31,3806,53008,1160960.5,16175058.0,0
31,4134,66694,858414.3125,13859547.0,0
31,1540,1644,300990.0938,323710.25,0
31,132,164,514619.875,639376.1875,0
31,528,8824,959677.4375,16308468.0,0
31,14512,17134,84029.21094,99212.60938,0
31,2750,26584,1134177.25,10973418.0,0
31,2990,33818,670406.375,7588322.5,0
31,1684,10168,12375.44922,75993.48438,0
31,3720,2456,5508916.5,3637076.25,0
31,512,304,42637.05859,25315.75391,0
31,4848,3080,60193.36328,38343.49219,0
31,3182,39694,356466.75,4449724.0,0
31,1684,10168,12378.71875,76013.5625,0
31,520,304,1303258.125,761904.75,0
31,3598,45458,300045.5625,3791901.0,0
31,2766,26586,373835.6563,3595817.75,0
31,3806,54798,1110633.5,15996443.0,0
31,1036,822,1797819.625,1466798.75,0
31,2958,32408,341049.2188,3738944.75,0
31,2542,23154,1529538.875,13946013.0,0
31,22424,973986,54244.60547,2358922.5,0
31,4432,2456,6702962.5,3714972.0,0
31,2542,23278,1331096.125,12201625.0,0
31,2958,32642,724884.3125,8004504.5,0
31,3390,40986,649281.0,7853765.5,0
31,1540,1644,646048.875,694815.6875,0
62,1010,3302,6526.340332,21337.16406,1
31,4304,2456,6676247.0,3810305.75,0
31,2766,28348,1450060.25,14871698.0,0
31,424,8824,7619.927734,166139.0781,0
31,424,8824,5191.77002,113197.3828,0
31,37310,3380,393725.0,35506.58594,0
31,3926,57474,262570.0313,3845119.5,0
31,5174,87720,269301.625,4566444.0,0
31,568,320,630994.25,355489.7188,0
31,3314,27552,4827.680176,40174.52734,0
31,5486,95560,231199.5938,4028000.25,0
31,304,200,17366.71484,11425.4707,0
31,2766,26586,378214.875,3637940.25,0
31,7810,15664,77135.45313,154748.8906,0
31,320,1934,6027.581055,38219.83203,0
31,1540,1644,22941.02539,24672.72461,0
31,12414,548216,18781.72852,831413.75,0
31,7810,15262,42720.82031,83505.79688,0
31,7810,16572,25993.97656,55172.60156,0
31,2230,14994,1950670.0,13134812.0,0
31,2766,24114,410934.4375,3585038.25,0
31,320,1890,30852.7832,191125.4844,0
31,1920,4416,1555862.0,3604880.5,0
31,2958,31784,1420533.25,15273797.0,0
31,3926,57474,349200.25,5113747.5,0
31,3926,57982,614480.0625,9078161.0,0
31,2054,2478,2476401.0,2999210.75,0
254,68023,612,281519.875,2394.749512,0
31,4488,2456,5524027.0,3023293.75,0
31,37266,3276,12409286.0,1084751.5,0
31,1288,3090,87375.82813,36916.8125,0
31,4118,60268,432853.125,6333728.5,0
31,2934,3742,5682.546387,7252.255859,0
31,3784,2560,836806.3125,569421.6875,0
31,5486,95318,579556.9375,10071630.0,0
31,424,8824,2887.010498,62946.16797,0
31,37360,3380,120008.9922,10808.08008,0
31,3872,2664,218137.625,150781.1875,0
31,1540,1644,40702.14063,43774.53125,0
31,7816,15556,47128.41406,93813.02344,0
31,2750,26406,1537207.875,14772750.0,0
31,1580,10168,11516.41797,76331.04688,0
31,1540,1644,570581.875,613652.125,0
31,1010,1384,7208.135742,9880.458984,0
31,1580,10168,11473.37695,76045.75781,0
31,3702,49538,756024.8125,10109316.0,0
31,1684,10168,10295.8584,63223.41406,0
31,2958,32408,1466185.75,16073890.0,0
31,2854,31142,1391477.625,15197608.0,0
31,994,10064,6986.149414,73647.28125,0
31,2974,30612,614265.375,6326111.0,0
31,1684,10168,10273.06738,63083.46484,0
31,18718,794992,10881.23633,462797.7188,0
31,1684,10168,12279.87305,75406.58594,0
31,1580,10168,9170.617188,60783.03125,0
31,320,1910,723577.25,4531165.5,0
31,4014,61374,314753.8438,4814659.0,0
31,4222,63010,602016.8125,8986735.0,0
31,3390,40986,1067692.75,12914913.0,0
31,1580,10168,11332.5752,75112.52344,0
31,2158,2464,122300.2891,139619.7656,0
31,17538,1087890,14593.46582,906766.25,0
31,1540,1644,20306.96094,21839.82617,0
31,10582,15846,26148.44727,39161.53516,0
31,1540,1644,22440.61133,24134.53516,0
31,2334,16364,1399398.875,9822917.0,0
31,5184,3080,62354.70313,37145.89063,0
31,5928,8010,7531.557129,10164.30957,0
31,13974,548216,47136.32422,1852548.75,0
31,37238,3380,13727495.0,1240368.375,0
31,1684,10168,12346.83691,75817.78906,0
31,1380,15300,51693.82422,566365.8125,0
31,2646,24004,1558958.875,14158582.0,0
31,9504,12098,49320.37891,62802.81641,0
31,4908,2344,142267.8906,67102.42188,0
31,4344,2976,112212.9297,77101.05469,0
31,3302,35400,441350.1875,4734607.5,0
0,56,92,5.13331,8.433295,0
31,7814,14682,53220.75781,100027.5547,0
31,18050,1047940,20541.47266,1194431.25,0
31,7808,15026,1833930.375,3530268.5,0
31,2438,19420,1473504.625,11752658.0,0
31,2958,33060,1298811.875,14525442.0,0
31,424,8824,308459.7813,6725421.0,0
31,320,1946,45990.87109,293342.5313,0
31,4222,64070,813956.9375,12354983.0,0
31,544,304,1310317.125,732236.0,0
31,5486,95472,127337.4375,2216454.75,0
31,2334,16734,324807.7188,2331461.25,0
62,986,86,39214.98438,2051.39209,0
31,2854,31360,411382.2813,4524468.0,0
31,2458,40700,118055.0859,1951100.875,0
31,2974,31400,1489073.5,15730095.0,0
31,4550,72164,922571.375,14635859.0,0
31,2934,3742,26845.38672,34260.98047,0
31,1540,1644,511263.5625,549856.1875,0
31,1580,10168,11444.48047,75854.24219,0
31,3598,48918,337932.6875,4595751.0,0
31,3614,44406,812644.75,9989997.0,0
31,2766,24114,1678590.875,14644215.0,0
31,568,312,487344.5,267696.2813,0
31,1580,10168,11524.26074,76383.02344,0
31,3926,55074,657373.5625,9224819.0,0
31,2126,13908,588067.375,3853554.25,0
31,320,1922,5281.533203,33271.68359,0
31,1684,10168,9172.368164,56324.44141,0
31,3302,40478,995622.5,12212887.0,0
31,4238,59594,1181917.75,16622910.0,0
31,8928,424,547861.9375,24515.34961,0
