sttl,dttl,sbytes,dbytes,Sload,Dload,sloss,dloss,Spkts,Dpkts,tcprtt,Sjit,Label
254,252,484,268,11335.34863,5823.665527,2,1,10,6,0.124275,1814.236014,1
31,29,1684,10168,8860.581055,54409.85938,3,5,14,18,0.000677,9068.749998,0
31,29,18578,1087890,12714.37598,745657.4375,2,370,348,746,0.000849,2195.771421,0
31,29,5174,83812,999926.75,16199907.0,7,39,90,92,0.00076,24.254562,0
31,29,1684,10168,12077.96582,74166.74219,3,5,14,18,0.00067,8769.203298,0
31,29,2542,21874,1186124.375,10217224.0,7,14,40,42,0.000733,0.0,0
31,29,146,178,246309.5781,300295.25,0,0,2,2,0.0,0.0,0
31,29,2934,3742,27191.44141,34702.62891,11,15,52,54,0.000679,1423.914453,0
31,29,424,8824,12765.59082,278331.1875,1,4,8,12,0.000683,2151.645712,0
31,29,5024,3080,39982.01172,24575.11328,7,7,28,30,0.000738,2124.317656,0
31,29,2934,3742,3602.346436,4597.435059,11,15,52,54,0.000711,8561.28029,0
31,29,1064,2260,1854631.875,3937292.25,4,4,12,12,0.000794,17.440253,0
31,29,1580,10168,11522.56445,76371.78125,3,5,12,18,0.000724,9529.96373,0
31,29,3806,53914,1111168.75,15746154.0,7,26,64,66,0.00076,22.732392,0
31,29,2934,3742,4218.507812,5383.80127,11,15,52,54,0.000583,7097.394723,0
31,29,7806,15160,43725.59766,84932.57813,30,32,122,126,0.000683,753.931163,0
31,29,23792,1056038,18631.40625,827928.0625,36,375,423,827,0.00058,9310.220059,0
31,29,24224,1094788,31732.53711,1435780.5,38,390,430,858,0.000597,5052.993501,0
31,29,4056,2456,6302282.5,3816574.0,7,7,18,18,0.000677,13.274293,0
31,29,5938,207204,42048.85547,1474178.375,11,77,96,178,0.000815,2839.917994,0
31,29,2646,22592,801987.125,6847784.0,7,14,42,42,0.000794,0.0,0
31,29,568,312,10672.91406,5862.586426,0,0,4,4,0.0,136.204797,0
31,29,2750,31142,854825.875,9697567.0,7,17,44,48,0.000868,32.747893,0
31,29,3390,40254,1348929.0,16025115.0,7,22,56,58,0.000676,19.222924,0
31,29,1580,10168,11538.70313,76478.74219,3,5,12,18,0.000647,9528.745327,0
31,29,2958,31788,1254384.0,13489067.0,7,18,48,50,0.000697,21.545836,0
31,29,1540,1644,621710.375,668640.0625,4,4,16,18,0.000579,73.43072,0
31,29,1684,10168,9906.861328,60834.71875,3,5,14,18,0.00062,9603.365464,0
31,29,1580,10168,9273.310547,61463.68359,3,5,12,18,0.000685,10015.63607,0
31,29,3928,2456,3499174.75,2188163.25,7,7,18,18,0.000809,25.056199,0
31,29,2542,23154,620758.75,5659947.5,7,14,40,42,0.000675,55.818299,0
31,29,1580,10168,11522.2793,76369.89063,3,5,12,18,0.000674,9530.032271,0
31,29,2958,32408,971984.5625,10655930.0,7,18,48,50,0.001183,27.738092,0
31,29,2158,2568,57441.50391,68574.4375,6,6,24,26,0.000712,670.529724,0
31,29,2646,24570,1561668.625,14517533.0,7,15,42,44,0.000619,18.476575,0
31,29,568,304,10132.21191,5422.874023,0,0,4,4,0.0,151.337344,0
31,29,37184,3276,10954942.0,959747.6875,18,8,52,40,0.000749,30.102156,0
31,29,1470,1728,15957.31152,18241.79883,5,4,22,14,0.00078,2668.209619,0
31,29,1580,10168,11518.4082,76344.23438,3,5,12,18,0.000639,9529.974181,0
31,29,8928,216,22153640.0,432865.7188,4,1,14,4,0.000604,0.0,0
31,29,2934,3740,10090.45703,12870.7666,11,15,52,54,0.001087,2722.808348,0
29,0,4056,0,2713156.75,0.0,0,0,3,0,0.0,3.9765,0
31,29,536,304,6135.167969,3479.647461,0,0,4,4,0.0,134.351703,0
31,29,48984,85658,27077.65039,47356.82031,144,199,628,684,0.000767,1791.193655,0
31,29,3390,44988,648033.3125,8604053.0,7,22,56,58,0.000678,51.896005,0
31,29,536,304,1863267.625,1056778.625,0,0,4,4,0.0,0.607876,0
31,29,2750,24330,1446522.25,12795910.0,7,15,44,44,0.000767,20.708421,0
31,29,1044,824,1860086.5,1510048.375,2,2,8,10,0.000667,32.549863,0
31,29,1684,10168,11163.84277,68553.42188,3,5,14,18,0.00066,8824.064115,0
31,29,4862,75600,681185.875,10592901.0,7,36,84,86,0.001529,38.44916,0
31,29,1470,1728,2493229.75,2850166.5,5,4,22,14,0.000755,13.171144,0
31,29,3928,2456,5719791.5,3576797.0,7,7,18,18,0.000641,14.6013,0
31,29,2024,4312,107583.5234,229197.2813,6,6,24,24,0.000739,503.978408,0
31,29,2158,2464,32456.68555,37053.01563,6,6,24,24,0.000785,1213.266151,0
31,29,536,304,1851468.125,1050086.375,0,0,4,4,0.0,0.638517,0
31,29,568,304,27628.69922,14787.19043,0,0,4,4,0.0,50.921586,0
31,29,2750,28874,851947.1875,8952735.0,7,16,44,46,0.001447,34.042394,0
31,29,568,304,756324.9375,404793.625,0,0,4,4,0.0,1.689515,0
31,29,37268,3380,3831496.75,345916.4688,18,8,52,42,0.001666,114.915076,0
31,29,536,304,1863267.625,1056778.625,0,0,4,4,0.0,0.630267,0
31,29,320,1882,45531.08594,280860.3125,1,2,6,8,0.000711,648.64137,0
31,29,4464,3080,90787.82813,62802.82031,7,7,28,30,0.000743,747.517418,0
31,29,2054,2478,2114570.75,2560992.0,6,6,22,24,0.000921,21.510093,0
31,29,2814,17186,11281.68652,68682.41406,8,11,38,34,0.000689,4058.443608,0
31,29,3728,5578,14479.02148,21502.06836,7,7,32,26,0.000731,4862.802858,0
31,29,4238,61854,850068.625,12409172.0,7,30,72,74,0.000842,31.215625,0
31,29,568,312,695936.3125,382274.875,0,0,4,4,0.0,1.820331,0
31,29,520,304,86211.66406,50400.66406,0,0,4,4,0.0,9.459675,0
31,29,3302,40832,1136096.75,14057664.0,7,21,54,56,0.000648,0.0,0
31,29,13454,548216,28225.80469,1152386.875,21,197,234,438,0.000584,5719.203189,0
31,29,2542,21834,730191.4375,6278350.5,7,14,40,42,0.000775,55.839225,0
31,29,2766,26160,623652.1875,5902554.5,7,16,44,46,0.000617,53.683336,0
31,29,1580,10168,9564.491211,63393.62891,3,5,12,18,0.000681,9679.304491,0
31,29,2854,30654,958256.5,10301944.0,7,17,46,48,0.000691,35.268232,0
31,29,2974,33374,1208839.125,13572778.0,7,18,48,50,0.000701,22.813341,0
31,29,2934,3742,875270.875,1117050.0,11,15,52,54,0.000838,40.417238,0
31,29,2974,33374,1301027.25,14607860.0,7,18,48,50,0.000744,20.8342,0
31,29,2542,23154,1042801.563,9508045.0,7,14,40,42,0.000693,29.488354,0
31,29,1684,10168,10271.90332,63076.31641,3,5,14,18,0.000626,9350.171182,0
31,29,4304,2456,5959318.5,3401136.25,7,7,18,18,0.000634,14.842761,0
31,29,1684,10168,12289.53418,75465.91406,3,5,14,18,0.000748,8779.148138,0
31,29,1036,2262,1807802.125,3946717.5,4,4,12,12,0.00072,17.511267,0
31,29,3926,58386,839830.625,12493865.0,7,27,66,68,0.000719,0.0,0
31,29,2230,13500,1933251.5,11720058.0,7,11,34,36,0.00072,16.50968,0
31,29,2854,31142,1165640.375,12731031.0,7,17,46,48,0.000678,28.486268,0
31,29,3728,5474,4496032.5,6529952.0,7,7,32,24,0.000786,13.144898,0
31,29,1684,10168,12420.79297,76271.92969,3,5,14,18,0.000602,8765.844318,0
31,29,568,312,705298.0,387417.2188,0,0,4,4,0.0,1.782855,0
31,29,19758,761716,40613.4375,1567579.375,27,256,350,601,0.000589,4605.539536,0
31,29,1684,10168,10393.09668,63820.52344,3,5,14,18,0.000705,9243.270849,0
31,29,2230,14816,1449857.625,9646744.0,7,11,34,36,0.000793,23.885595,0
31,29,2854,30622,166817.2813,1791553.125,7,17,46,48,0.000668,164.378287,0
31,29,4136,2456,6382683.5,3790075.75,7,7,18,18,0.000705,13.323823,0
31,29,544,304,1914369.625,1069794.75,0,0,4,4,0.0,0.626025,0
31,29,6032,8114,1322899.5,1777604.5,14,17,64,60,0.000667,69.592293,0
31,29,1684,10168,8236.336914,50576.58203,3,5,14,18,0.000691,10038.02174,0
31,29,4376,3080,28799.04688,20323.11914,7,7,28,30,0.000622,2522.494262,0
31,29,320,1934,662120.3125,4198388.0,1,2,6,8,0.000726,31.76201,0
31,29,2934,3740,632597.0,806901.875,11,15,52,54,0.00068,61.991014,0
31,29,4096,2976,108928.3828,79366.45313,7,7,26,28,0.000685,668.157304,0
31,29,1036,824,1881254.875,1539020.0,2,2,8,10,0.000616,32.392327,0
0,0,184,112,35.637032,21.692108,0,0,4,4,0.0,15515.177,0
31,29,3806,50974,309512.75,4146826.5,7,26,64,66,0.000633,85.473122,0
31,29,3182,38534,472306.2813,5723517.0,7,20,52,54,0.000664,0.0,0
31,29,3182,38534,1003375.625,12159138.0,7,20,52,54,0.00086,0.0,0
31,29,424,8824,8443.8125,184102.4219,1,4,8,12,0.000625,2977.596091,0
31,29,544,304,1619851.125,905210.9375,0,0,4,4,0.0,0.773339,0
31,29,2934,3740,9599.012695,12243.91016,11,15,52,54,0.000936,3479.375107,0
31,29,3598,45608,1255131.5,15914528.0,7,24,60,62,0.000664,0.0,0
31,29,7304,13757,23777.67773,44767.0625,27,27,113,109,0.000617,1221.320281,0
31,29,7816,15660,1558386.75,3123206.5,30,32,122,126,0.000692,22.62702,0
31,29,37228,3380,8579183.0,775376.0,18,8,52,42,0.0007,45.083639,0
31,29,2230,14952,1928086.375,12946232.0,7,11,34,36,0.000746,17.219568,0
31,29,18890,1087890,27420.97461,1581516.5,2,370,354,746,0.000671,2514.070367,0
31,29,3728,5474,2888444.75,4195122.0,7,7,32,24,0.00064,21.593618,0
31,29,4238,61348,868075.375,12568194.0,7,30,72,74,0.00069,30.436709,0
31,29,1684,10168,11223.31641,68918.625,3,5,14,18,0.000619,8811.432525,0
31,29,2646,24330,1602481.5,14751764.0,7,15,42,44,0.000776,17.673327,0
31,29,568,152,44046.94141,7858.140137,0,0,4,2,0.0,29.218123,0
31,29,568,312,781830.6875,429456.3125,0,0,4,4,0.0,1.636954,0
31,29,2438,19420,515023.3125,4107820.75,7,13,38,40,0.000643,0.0,0
31,29,2766,27384,521617.5,5167755.5,7,16,44,46,0.000682,0.0,0
31,29,520,304,1822429.875,1065420.5,0,0,4,4,0.0,0.615419,0
31,29,12830,548216,10186.73438,436216.0313,21,197,222,438,0.001266,17292.33572,0
31,29,2766,27384,255001.125,2526340.75,7,16,44,46,0.000657,113.611677,0
31,29,2230,15236,1959497.625,13406946.0,7,11,34,36,0.000718,15.069554,0
31,29,18682,1087890,130891.7188,7633526.0,2,370,350,746,0.000712,195.10875,0
31,29,4862,77388,987997.0625,15727556.0,7,36,84,86,0.000681,26.254919,0
31,29,24136,29452,191324.5156,233506.6875,54,67,226,236,0.000803,354.073041,0
31,29,424,8824,1973.363647,43025.71094,1,4,8,12,0.000678,14502.58825,0
31,29,37178,3380,9268643.0,838814.25,18,8,52,42,0.000694,36.167239,0
31,29,3390,42634,201883.9531,2540161.0,7,22,56,58,0.000774,186.983429,0
31,29,9504,12298,114322.3047,148014.3594,26,31,108,114,0.000772,331.711183,0
31,29,1580,10168,10388.24121,68853.46094,3,5,12,18,0.000688,9591.759823,0
31,29,1920,4416,1758484.25,4074349.5,6,6,22,26,0.000772,22.716963,0
31,29,8928,320,15286471.0,492279.3125,4,1,14,6,0.000686,17.052114,0
31,29,1684,10168,10920.2334,67057.49219,3,5,14,18,0.000969,8832.308625,0
31,29,7810,16000,76045.36719,155840.9688,30,32,122,126,0.000664,458.013335,0
31,29,2158,2464,239564.6406,273490.4375,6,6,24,24,0.000773,301.022263,0
31,29,3614,42610,612072.6875,7207440.0,7,23,60,56,0.001247,49.837254,0
31,29,1684,10168,9214.526367,56583.31641,3,5,14,18,0.00064,9028.690866,0
31,29,5928,8010,3272370.25,4416269.5,14,17,62,58,0.000742,13.749966,0
62,252,726,5474,8019.435547,60415.53516,2,3,10,10,0.180497,3657.225157,1
31,29,528,8824,79457.48438,1350276.5,1,4,10,12,0.000713,522.820471,0
31,29,4014,58418,737529.125,10738275.0,7,28,68,70,0.000715,40.252752,0
31,29,320,1898,24165.35742,150332.0469,1,2,6,8,0.000719,1235.275141,0
31,29,37134,3380,627025.625,56814.51172,18,8,52,42,0.000647,746.528796,0
31,29,12752,13202,169904.5,175853.0938,35,33,128,124,0.000689,438.751069,0
31,29,8928,320,13946174.0,449116.9063,4,1,14,6,0.000663,18.19877,0
31,29,1540,1644,57763.75781,62124.03906,4,4,16,18,0.000609,908.902349,0
31,29,1064,2260,1451840.875,3082186.75,4,4,12,12,0.000663,24.557731,0
31,29,38298,3276,400440.0,34036.70703,19,8,54,40,0.000674,1267.933181,0
31,29,1684,10168,10799.28711,66314.80469,3,5,14,18,0.000726,8835.064947,0
31,29,18370,1087890,127129.1094,7540379.5,2,370,344,746,0.000721,200.665755,0
31,29,1540,1644,546555.625,587812.25,4,4,16,18,0.000583,87.554399,0
31,29,1540,1644,44625.40234,47993.94141,4,4,16,18,0.000667,1028.692265,0
31,29,568,320,8577.05957,4832.145996,0,0,4,4,0.0,140.002422,0
31,29,1684,10168,11685.33203,71755.71094,3,5,14,18,0.000589,9179.340991,0
31,29,2230,14816,1931526.75,12851567.0,7,11,34,36,0.00068,17.290654,0
31,29,18266,1087890,4176.874512,249156.6563,2,370,342,746,0.000695,6871.269772,0
31,29,24640,1088788,23175.9082,1025224.75,38,386,438,854,0.000591,7749.690383,0
31,29,2438,19138,414084.8125,3254769.5,7,13,38,40,0.000659,79.820844,0
31,29,1580,10168,11526.32324,76396.69531,3,5,12,18,0.000672,9530.205578,0
31,29,1044,824,1714821.875,1392120.125,2,2,8,10,0.000704,35.077253,0
31,29,2958,31784,831157.625,8936738.0,7,18,48,50,0.000688,35.347619,0
31,29,3390,40254,1272267.125,15114380.0,7,22,56,58,0.000637,21.502342,0
31,29,528,304,14857.61523,8554.384766,0,0,4,4,0.0,53.241371,0
31,29,528,304,1754152.75,1009966.75,0,0,4,4,0.0,0.635218,0
31,29,38106,3380,6331372.5,558635.5625,19,8,54,42,0.000646,56.210976,0
31,29,568,312,715515.375,393029.5938,0,0,4,4,0.0,1.705895,0
31,29,536,304,89159.96875,50568.33984,0,0,4,4,0.0,9.412062,0
31,29,3832,2456,5611315.5,3596202.25,7,7,18,18,0.000679,13.926708,0
31,29,520,304,1907090.5,1114914.375,0,0,4,4,0.0,0.582656,0
31,29,7816,15092,1651821.875,3190496.5,30,32,122,126,0.000673,20.825098,0
31,29,1684,10168,12441.20996,76397.30469,3,5,14,18,0.000674,8761.503042,0
31,29,2854,30136,772444.3125,8164061.5,7,17,46,48,0.000728,44.246676,0
254,252,884,682,3326.123779,2536.118652,4,4,14,12,0.188668,8532.374785,1
31,29,2230,14042,1705227.875,10752781.0,7,11,34,36,0.000737,0.0,0
31,29,37180,3276,228491.4063,20020.02148,18,8,52,40,0.000684,2181.844536,0
31,29,37892,3276,1132702.125,97308.03906,19,8,54,40,0.000656,684.648924,0
31,29,130,162,431893.6875,538206.0,0,0,2,2,0.0,0.0,0
31,29,2974,33842,774296.4375,8815762.0,7,18,48,50,0.000677,39.615296,0
31,29,4920,3080,99686.17969,62563.84766,7,7,28,30,0.000713,812.842599,0
31,29,3872,2456,3577402.75,2269503.5,7,7,18,18,0.000705,23.713115,0
31,29,4144,2456,6312903.0,3741935.5,7,7,18,18,0.000651,13.611052,0
31,29,7816,15876,14063.00195,28572.27539,30,32,122,126,0.000614,2335.889835,0
31,29,320,1924,45021.5,283955.8125,1,2,6,8,0.00069,656.285924,0
31,29,2934,3742,27917.2168,35628.88672,11,15,52,54,0.000639,1724.50444,0
31,29,536,304,1793641.875,1017289.438,0,0,4,4,0.0,0.643939,0
31,29,3106,27552,28415.00195,252855.0469,9,14,40,46,0.000759,2140.318607,0
31,29,130,162,120203.4219,149791.9531,0,0,2,2,0.0,0.0,0
31,29,424,8824,177024.9219,3859716.0,1,4,8,12,0.001454,168.480497,0
31,29,2750,26406,447776.125,4303182.0,7,16,44,46,0.000787,71.286545,0
31,29,10268,408250,300299.625,11970984.0,16,147,176,328,0.000625,91.976316,0
31,29,4376,3080,54760.21484,38643.58203,7,7,28,30,0.000747,1304.678697,0
31,29,4238,66552,817603.9375,12841663.0,7,30,72,74,0.000771,32.995678,0
31,29,568,312,630527.3125,346345.9688,0,0,4,4,0.0,2.145128,0
0,0,184,112,35.626431,21.685654,0,0,4,4,0.0,15492.134,0
31,29,8928,424,1360072.25,60859.58203,4,1,14,8,0.000716,401.352616,0
31,29,1580,10168,11523.61914,76378.76563,3,5,12,18,0.000693,9529.678339,0
31,29,7814,14908,72760.90625,138855.9688,30,32,122,126,0.000618,436.901119,0
31,29,2974,30814,356936.0938,3700225.25,7,18,48,50,0.000602,0.0,0
31,29,1540,1644,125230.3594,134683.3438,4,4,16,18,0.00064,476.706242,0
31,29,2766,28906,450328.9063,4709467.5,7,16,44,46,0.000611,0.0,0
31,29,1684,10168,10813.08106,66399.50781,3,5,14,18,0.000697,8971.826332,0
31,29,2334,16364,1514342.875,10629753.0,7,12,36,38,0.000757,25.343982,0
31,29,1684,10168,11478.5625,70486.00781,3,5,14,18,0.001288,8785.890718,0
31,29,3302,40550,581828.0,7149608.5,7,21,54,56,0.000725,0.0,0
31,29,2854,31402,298035.875,3282237.5,7,17,46,48,0.000683,95.774851,0
31,29,536,304,1846153.875,1047072.313,0,0,4,4,0.0,0.638519,0
31,29,6666,239062,357363.5938,12867199.0,11,87,110,198,0.000679,79.137072,0
31,29,3848,19084,17450.92578,86593.04688,11,15,50,52,0.000657,2339.849027,0
31,29,19618,1087890,29876.89453,1659044.875,2,370,368,746,0.000671,1299.080787,0
31,29,2334,16734,1824392.25,13095439.0,7,12,36,38,0.000759,15.838489,0
31,29,1684,10168,12440.72754,76394.34375,3,5,14,18,0.000671,8765.508145,0
31,29,568,312,5695.111328,3128.300537,0,0,4,4,0.0,274.843906,0
31,29,7816,15876,66988.78125,136103.3594,30,32,122,126,0.00066,498.056651,0
31,29,37274,3276,755886.9375,66061.02344,18,8,52,40,0.000687,713.837786,0
31,29,3926,56526,761482.8125,10967361.0,7,27,66,68,0.000771,37.195371,0
31,29,3598,47288,464855.125,6111288.0,7,24,60,62,0.000772,65.577553,0
31,30,4550,67628,534730.0625,7943218.0,7,32,78,75,0.000962,49.584426,0
31,29,1684,10168,12424.85156,76296.85156,3,5,14,18,0.000993,8765.680508,0
31,29,568,320,39015.45313,21980.53711,0,0,4,4,0.0,33.934527,0
31,29,528,8824,77410.96094,1315498.5,1,4,10,12,0.000698,504.092765,0
31,29,528,8824,979423.875,16644033.0,1,4,10,12,0.00064,27.943243,0
31,29,2934,3740,729392.375,930368.0625,11,15,52,54,0.000635,50.882144,0
31,29,424,8824,13389.21191,291928.125,1,4,8,12,0.001908,2134.914536,0
31,29,1580,10168,11525.2002,76389.25,3,5,12,18,0.000717,9529.132921,0
31,29,320,1874,45984.92969,282454.25,1,2,6,8,0.000679,641.720323,0
31,29,4118,60488,484624.25,7114069.0,7,28,70,68,0.000758,59.061358,0
31,29,320,1908,46044.40625,287993.0938,1,2,6,8,0.000812,639.374785,0
31,29,2766,28048,1326953.75,13465341.0,7,16,44,46,0.000781,20.183198,0
31,29,320,1922,43252.875,272476.9063,1,2,6,8,0.001812,667.609496,0
31,29,1470,1728,2452937.25,2804105.5,5,4,22,14,0.000774,13.402472,0
31,29,528,304,1738748.625,1001097.688,0,0,4,4,0.0,0.642995,0
31,29,2750,27294,1273481.0,12650006.0,7,16,44,46,0.000718,0.0,0
31,29,2974,30516,1375029.5,14116592.0,7,18,48,50,0.000684,19.449635,0
31,29,1064,2260,1782648.5,3784475.0,4,4,12,12,0.000778,18.71351,0
31,29,2766,25742,942694.0,8779535.0,7,16,44,46,0.000978,32.160829,0
31,29,3728,5474,2053877.25,2983012.25,7,7,32,24,0.001288,28.79065,0
31,29,3182,38534,1274592.875,15445812.0,7,20,52,54,0.000606,0.0,0
31,29,2542,23508,1557527.625,14418597.0,7,14,40,42,0.000627,18.484287,0
31,29,13246,548216,400861.6563,16624254.0,21,197,230,438,0.000688,62.266586,0
31,29,1684,10168,9651.56543,59267.02734,3,5,14,18,0.000585,8916.992116,0
31,29,536,304,1963370.0,1113553.125,0,0,4,4,0.0,0.585721,0
31,29,4014,57836,1107571.75,15965275.0,7,28,68,70,0.000784,0.0,0
31,29,4512,2456,5640364.0,3070306.0,7,7,18,18,0.000598,16.96805,0
31,29,4520,2976,110111.9609,72698.71875,7,7,26,28,0.000672,761.201962,0
31,29,2158,2464,2705459.25,3088591.0,6,6,24,24,0.000727,0.0,0
31,29,3926,58386,230538.7969,3429644.75,7,27,66,68,0.000788,111.120665,0
31,29,1052,822,293428.9063,235762.6406,2,2,8,10,0.000678,203.992291,0
31,29,1580,10168,11212.38281,74315.89063,3,5,12,18,0.000627,9527.148691,0
31,29,24952,1094788,16960.06445,744941.0625,38,390,444,858,0.00063,10007.37125,0
31,29,2934,3742,776421.375,990895.0,11,15,52,54,0.000746,49.022782,0
31,29,1470,1832,120914.6094,147956.7656,5,4,22,16,0.000686,406.885441,0
31,29,17746,1087890,15403.48731,945845.375,2,370,332,746,0.000677,2067.895435,0
31,29,1036,2262,1789498.5,3906757.75,4,4,12,12,0.000782,18.102408,0
31,29,520,304,1735261.5,1014460.563,0,0,4,4,0.0,0.634747,0
31,29,1540,1644,597064.3125,642133.5625,4,4,16,18,0.000582,77.758357,0
31,29,2230,13358,1044191.188,6263700.5,7,11,34,36,0.00067,36.113031,0
31,29,1684,10168,12432.30859,76342.64063,3,5,14,18,0.000635,8765.521238,0
31,29,2974,33882,1304815.25,14873461.0,7,18,48,50,0.000822,0.0,0
31,29,4342,66694,1009365.688,15501680.0,7,30,74,74,0.000609,24.612443,0
31,29,1470,1728,2280609.25,2607106.5,5,4,22,14,0.000782,14.804163,0
31,29,37360,3380,13165184.0,1185664.25,18,8,52,42,0.00066,23.250766,0
31,29,2230,13586,2044864.25,12476033.0,7,11,34,36,0.000658,0.0,0
31,29,568,312,762075.125,418604.6563,0,0,4,4,0.0,1.6749,0
31,29,2646,24316,1049840.0,9658690.0,7,15,42,44,0.000739,29.28115,0
31,29,1580,10168,10277.15137,68117.15625,3,5,12,18,0.00071,9820.253004,0
254,0,114,0,26823528.0,0.0,0,0,2,0,0.0,0.0,1
31,29,3672,2456,4997118.0,3342939.5,7,7,18,18,0.000601,15.256331,0
31,29,520,304,1728531.875,1010526.313,0,0,4,4,0.0,0.685422,0
31,29,3614,45854,1152446.25,14629322.0,7,24,60,62,0.000718,25.357893,0
31,29,13350,548216,47729.58984,1963921.875,21,197,232,438,0.000595,3373.479674,0
31,29,1684,10168,11908.36426,73125.27344,3,5,14,18,0.000735,8776.865203,0
31,29,1580,10168,11534.40918,76450.28906,3,5,12,18,0.00073,9528.512686,0
31,29,2438,17532,839870.875,6039358.0,7,12,38,38,0.00095,51.554877,0
31,29,2934,3742,24551.23242,31333.10547,11,15,52,54,0.000697,1704.955149,0
31,29,3302,35400,347076.4688,3723281.25,7,21,54,56,0.000737,0.0,0
31,29,1540,1644,19622.16406,21103.33984,4,4,16,18,0.001933,2618.883994,0
31,29,4014,58418,94999.03906,1383166.75,7,28,68,70,0.000607,302.059589,0
31,29,568,312,701956.75,385581.875,0,0,4,4,0.0,1.778845,0
31,29,1540,1644,529010.375,568942.625,4,4,16,18,0.000587,93.788018,0
254,252,756,354,5720.141602,2603.882324,2,1,10,8,0.200389,5603.139584,1
31,29,37508,3380,1922900.125,172494.9063,18,8,52,42,0.000711,404.520078,0
31,29,568,320,719139.0625,405148.7813,0,0,4,4,0.0,1.722986,0
31,29,2542,22592,1656393.5,14736490.0,7,14,40,42,0.000627,0.0,0
31,29,2934,3738,291096.6563,371102.75,11,15,52,54,0.000753,145.929584,0
31,29,320,1934,16757.93555,106259.1172,1,2,6,8,0.000666,1787.071017,0
31,29,9712,12298,64025.27344,81085.82031,26,31,112,114,0.000715,733.340727,0
31,29,3768,2456,5558766.0,3623584.5,7,7,18,18,0.000686,13.851433,0
31,29,2542,23508,190401.2188,1762613.0,7,14,40,42,0.006097,169.734412,0
31,29,3806,52014,283788.4063,3879729.0,7,26,64,66,0.000571,89.38206,0
31,29,544,304,1860889.375,1039908.813,0,0,4,4,0.0,0.64064,0
31,29,3926,58386,443832.3125,6602737.5,7,27,66,68,0.000693,0.0,0
31,29,4256,2456,6518038.5,3761654.0,7,7,18,18,0.000684,13.468085,0
31,29,2062,2424,141199.1563,166482.1719,6,7,24,26,0.000746,409.114064,0
31,29,3728,5474,124638.2188,181022.1719,7,7,32,24,0.000731,505.353895,0
31,29,2438,19316,734614.9375,5819982.0,7,13,38,38,0.000748,48.330646,0
31,29,2158,2464,2545286.75,2905735.75,6,6,24,24,0.000744,0.0,0
31,29,1540,1644,609122.0625,655101.5,4,4,16,18,0.000589,76.861252,0
31,29,5486,95318,647070.25,11244886.0,7,42,96,98,0.001849,41.095889,0
31,29,528,304,193773.3125,111566.4531,0,0,4,4,0.0,0.604341,0
31,29,520,304,1756756.75,1027027.0,0,0,4,4,0.0,0.641345,0
31,29,10686,15950,87552.75,130700.4375,30,32,104,106,0.000767,767.287913,0
31,29,3744,19084,246087.75,1256417.0,11,15,48,52,0.00113,315.731706,0
31,29,2438,19420,1750576.125,13962577.0,7,13,38,40,0.000708,0.0,0
31,29,5174,87720,307410.4063,5212640.0,7,39,90,92,0.000688,83.836627,0
31,29,2438,19502,1751383.25,14028034.0,7,13,38,40,0.000669,16.567237,0
254,252,538,354,2995.273926,1914.505005,2,1,10,8,0.198277,7966.300871,1
254,0,2104,0,935111104.0,0.0,0,0,2,0,0.0,0.0,1
31,29,4014,61374,1054666.75,16132800.0,7,28,68,70,0.000661,0.0,0
31,29,12866,494466,42760.80859,1646539.875,19,173,224,397,0.000613,3706.348268,0
31,29,8928,424,16099028.0,720388.3125,4,1,14,8,0.000604,17.423555,0
31,29,1684,10168,12339.80957,75774.64063,3,5,14,18,0.0007,8769.89496,0
31,29,5278,91072,382210.8438,6594656.0,7,39,92,92,0.000649,71.027841,0
31,29,8928,320,197885.3281,6372.619141,4,1,14,6,0.000738,2194.635945,0
31,29,4862,82930,185791.1406,3169314.5,7,36,84,86,0.000709,136.291549,0
31,29,4360,2976,108261.2813,74102.04688,7,7,26,28,0.00067,730.034511,0
31,29,7822,15136,87694.95313,169738.0,30,32,122,126,0.000726,410.55244,0
31,29,18994,1087890,5399.350586,309699.9688,2,370,356,746,0.000745,8825.714052,0
31,29,9400,12298,3195744.5,4183775.75,26,31,106,114,0.000724,16.006453,0
31,29,2750,27730,1114081.5,11243602.0,7,16,44,46,0.000746,30.134399,0
31,29,1580,10168,10938.31445,72499.35938,3,4,12,18,0.000737,9545.259292,0
31,29,37196,3380,643279.0625,58189.76953,18,8,52,42,0.000697,746.989459,0
31,29,2230,14994,1528954.875,10295198.0,7,11,34,36,0.000694,18.537626,0
31,29,2230,15228,1741929.0,11911898.0,7,11,34,36,0.000751,17.82946,0
31,29,1580,10168,11525.40625,76390.61719,3,5,12,18,0.000715,9530.680003,0
31,29,2438,20194,612585.875,5080798.5,7,13,38,40,0.000721,58.776355,0
31,29,3728,5474,27470.11133,39897.06641,7,7,32,24,0.000794,2666.530949,0
31,29,2934,3742,24065.85938,30713.6543,11,15,52,54,0.000666,1434.117442,0
31,29,424,8824,673779.8125,14690580.0,1,4,8,12,0.000622,35.063217,0
62,252,986,86,13139.54395,687.34845,2,1,6,2,0.405503,5888.951901,0
31,29,2766,27384,1051628.5,10418668.0,7,16,44,46,0.001673,0.0,0
31,29,1580,10168,11490.05957,76156.33594,3,5,12,18,0.0007,9524.924068,0
31,29,2766,28892,1080087.875,11289794.0,7,16,44,46,0.0007,26.053941,0
